Informant,Competence_Mean,Competence_Std
6,0.8734439148310206,0.09904930746400525
5,0.7981952591300262,0.09970274241332654
2,0.7565435879777381,0.1087468068406818
8,0.7000119754476591,0.10160323160250986
7,0.6866370474466628,0.09500448651358792
1,0.5737560219536614,0.05920464464523597
10,0.5691803884807402,0.055989489886873814
4,0.5685245018376802,0.056421921634302125
9,0.5637338849195616,0.053207991328868026
3,0.5617060328245074,0.05304451741241129
